TimeStamp,ch1,ch2,ch3,ch4
1945.042,586.13,-147.34,-7051.85,2593.8
1945.046,570.44,-151.87,-7041.93,2595.0
1945.05,567.67,-158.36,-7066.92,2584.08
1945.054,573.21,-159.26,-7091.81,2574.63
1945.058,583.79,-151.21,-7080.46,2583.22
1945.062,584.08,-143.48,-7046.75,2600.24
1945.066,574.3,-145.39,-7033.3,2604.48
1945.07,572.11,-151.97,-7063.82,2591.18
1945.074,577.74,-156.21,-7088.52,2579.59
1945.078,590.23,-149.11,-7080.37,2585.98
1945.082,585.22,-147.39,-7053.04,2595.81
1945.086,569.39,-153.45,-7041.03,2596.0
1945.09,569.53,-157.69,-7064.82,2586.79
1945.094,580.02,-155.59,-7085.37,2581.45
1945.098,586.32,-153.83,-7081.8,2581.79
1945.102,581.03,-152.68,-7051.28,2591.94
1945.106,565.29,-159.22,-7040.84,2592.99
1945.11,564.77,-162.32,-7063.96,2584.03
1945.114,574.4,-161.22,-7089.81,2576.4
1945.118,587.94,-154.07,-7084.7,2583.31
1945.122,583.36,-153.83,-7057.24,2591.85
1945.126,566.39,-160.26,-7047.8,2589.27
1945.13,570.68,-158.07,-7066.82,2583.93
1945.134,571.92,-164.22,-7095.15,2571.54
1945.138,580.98,-160.6,-7091.0,2575.06
1945.1417,580.98,-154.54,-7062.48,2587.46
1945.1457,567.87,-156.69,-7045.37,2589.13
1945.1497,567.91,-160.26,-7059.67,2584.36
1945.1537,576.88,-159.69,-7080.75,2577.45
1945.1577,589.66,-150.82,-7074.4,2585.36
1945.1617,590.8,-144.29,-7042.69,2603.72
1945.1657,575.64,-148.53,-7029.39,2604.15
1945.1697,571.2,-155.74,-7056.09,2590.47
1945.1737,582.93,-153.16,-7077.07,2586.03
1945.1777,585.51,-155.69,-7080.37,2582.93
1945.1817,577.35,-157.69,-7059.62,2588.51
1945.1857,566.77,-160.88,-7040.93,2590.94
1945.1897,565.39,-164.89,-7060.62,2582.22
1945.1937,575.26,-163.65,-7083.89,2576.07
1945.1977,582.55,-161.84,-7086.61,2575.59
1945.2017,582.6,-156.59,-7056.14,2588.65
1945.2057,569.49,-160.22,-7041.03,2590.7
1945.2097,563.96,-167.37,-7065.58,2579.16
1945.2137,572.73,-168.04,-7092.29,2569.63
1945.2177,587.89,-160.31,-7086.95,2576.88
1945.2217,583.36,-156.12,-7052.85,2591.13
1945.2257,565.72,-163.36,-7039.36,2592.13
1945.2297,559.85,-169.94,-7066.3,2578.31
1945.2337,568.01,-169.32,-7092.19,2568.53
1945.2377,583.22,-161.22,-7090.19,2575.21
1945.2417,584.84,-154.69,-7054.9,2591.51
1945.2457,570.01,-158.55,-7035.07,2593.95
1945.2497,562.86,-165.65,-7061.67,2584.12
1945.2537,569.73,-167.66,-7091.19,2572.73
1945.2577,583.31,-160.79,-7085.37,2578.83
1945.2617,589.32,-149.01,-7047.13,2600.96
1945.2657,578.21,-148.11,-7023.67,2607.87
1945.2697,571.82,-156.97,-7049.37,2594.38
1945.2734,573.3,-164.08,-7084.18,2576.97
1945.2774,578.69,-165.27,-7093.86,2572.11
1945.2814,583.41,-155.12,-7058.14,2590.7
1945.2854,574.02,-152.3,-7032.16,2599.67
1945.2894,567.91,-160.17,-7054.23,2588.46
1945.2934,575.45,-162.79,-7081.89,2578.16
1945.2974,588.32,-157.26,-7080.98,2581.02
1945.3014,586.08,-154.11,-7051.18,2593.37
1945.3054,578.26,-154.45,-7029.39,2600.62
1945.3094,576.02,-158.6,-7050.32,2591.99
1945.3134,576.97,-165.41,-7086.33,2573.54
1945.3174,583.98,-164.46,-7093.0,2572.35
1945.3214,586.94,-155.45,-7057.86,2589.18
1945.3254,573.83,-158.26,-7039.69,2591.61
1945.3294,571.73,-161.36,-7058.34,2583.89
1945.3334,576.93,-163.03,-7083.94,2574.06
1945.3374,587.13,-159.98,-7086.85,2576.07
1945.3414,589.75,-149.82,-7050.66,2595.62
1945.3454,575.45,-154.07,-7032.92,2599.1
1945.3494,570.3,-159.31,-7053.23,2590.56
1945.3534,579.64,-159.93,-7082.99,2580.79
1945.3574,590.47,-155.16,-7086.56,2582.6
1945.3614,591.04,-149.58,-7056.0,2595.95
1945.3654,578.74,-151.63,-7031.63,2601.67
1945.3694,574.11,-157.64,-7045.7,2593.71
1945.3734,575.21,-164.32,-7079.22,2580.07
1945.3774,587.75,-158.74,-7082.84,2584.84
1945.3814,592.52,-148.25,-7049.23,2600.72
1945.3854,580.17,-151.35,-7033.3,2602.77
1945.3894,570.34,-164.32,-7059.38,2586.03
1945.3934,576.4,-165.99,-7083.61,2575.59
1945.3974,594.0,-156.93,-7080.84,2583.41
1945.4014,588.61,-155.74,-7055.57,2591.9
1945.4052,574.59,-157.36,-7036.16,2597.28
1945.4092,571.58,-160.41,-7053.85,2591.71
1945.4132,580.64,-160.65,-7081.41,2581.45
1945.4172,594.57,-154.54,-7079.32,2586.32
1945.4212,586.27,-155.16,-7053.09,2595.14
1945.4252,571.78,-159.69,-7037.21,2597.48
1945.4292,567.25,-165.75,-7057.86,2587.08
1945.4332,569.01,-170.56,-7091.48,2573.01
1945.4372,583.27,-162.94,-7092.62,2577.69
1945.4412,591.33,-150.59,-7053.23,2599.38
1945.4452,581.88,-150.92,-7032.82,2603.48
1945.4492,569.06,-163.36,-7060.34,2589.27
1945.4532,575.69,-164.79,-7088.61,2577.93
1945.4572,586.08,-161.6,-7093.72,2577.35
1945.4612,583.03,-158.12,-7063.1,2590.23
1945.4652,569.96,-160.31,-7043.93,2595.71
1945.4692,567.91,-162.41,-7055.05,2591.32
1945.4732,570.44,-167.94,-7083.27,2578.54
1945.4772,580.02,-166.27,-7092.24,2575.25
1945.4812,584.17,-158.6,-7061.39,2590.13
1945.4852,576.97,-154.4,-7034.49,2601.05
1945.4892,571.54,-159.07,-7053.33,2592.75
1945.4932,574.54,-164.94,-7086.13,2578.5
1945.4972,587.65,-160.17,-7089.28,2581.12
1945.5012,589.75,-152.59,-7056.67,2594.66
1945.5052,578.26,-155.69,-7035.35,2598.91
1945.5092,572.3,-160.03,-7048.23,2593.8
1945.5132,581.22,-157.45,-7072.88,2588.22
1945.5172,586.99,-158.36,-7085.66,2584.17
1945.5212,591.66,-150.44,-7052.52,2599.24
1945.5252,582.12,-151.11,-7031.63,2604.87
1945.5292,571.63,-161.98,-7052.76,2591.18
1945.5332,575.69,-166.85,-7084.23,2576.73
1945.5369,589.18,-162.03,-7091.0,2578.31
1945.5409,590.71,-155.54,-7060.86,2592.56
1945.5449,577.83,-156.35,-7034.83,2598.86
1945.5489,569.01,-164.89,-7050.61,2588.94
1945.5529,574.73,-167.37,-7084.18,2577.26
1945.5569,589.94,-161.12,-7089.23,2581.41
1945.5609,596.28,-151.92,-7052.33,2599.53
1945.5649,586.89,-151.49,-7026.86,2608.92
1945.5689,570.68,-164.56,-7047.7,2595.09
1945.5729,573.25,-169.23,-7080.13,2581.36
1945.5769,585.7,-165.27,-7089.9,2580.36
1945.5809,591.71,-153.16,-7053.9,2598.24
1945.5849,578.02,-156.59,-7032.01,2602.96
1945.5889,566.2,-167.66,-7054.38,2588.61
1945.5929,574.4,-167.99,-7081.22,2578.64
1945.5969,590.47,-160.03,-7086.42,2581.5
1945.6009,594.95,-151.82,-7052.47,2597.9
1945.6049,582.46,-155.16,-7031.73,2601.58
1945.6089,570.82,-164.7,-7049.61,2591.04
1945.6129,576.45,-166.37,-7078.31,2582.31
1945.6169,589.23,-162.22,-7089.62,2579.5
1945.6209,589.66,-156.4,-7061.86,2591.9
1945.6249,575.69,-157.36,-7035.88,2600.53
1945.6289,564.96,-163.7,-7050.23,2594.28
1945.6329,571.11,-166.27,-7078.79,2583.22
1945.6369,587.27,-162.89,-7090.19,2579.4
1945.6409,585.84,-159.55,-7063.96,2588.46
